timestamp(s),heart_rate(bpm)
2015-02-21 16:01,121
2015-02-21 16:01,122
2015-02-21 16:01,122
2015-02-21 16:01,121
2015-02-21 16:01,119
2015-02-21 16:01,119
2015-02-21 16:01,117
2015-02-21 16:01,115
2015-02-21 16:01,114
2015-02-21 16:01,114
2015-02-21 16:01,115
2015-02-21 16:01,116
2015-02-21 16:01,117
2015-02-21 16:01,118
2015-02-21 16:01,119
2015-02-21 16:01,120
2015-02-21 16:01,120
2015-02-21 16:01,119
2015-02-21 16:01,119
2015-02-21 16:01,119
2015-02-21 16:01,119
2015-02-21 16:01,118
2015-02-21 16:01,118
2015-02-21 16:01,118
2015-02-21 16:02,116
2015-02-21 16:02,115
2015-02-21 16:02,114
2015-02-21 16:02,115
2015-02-21 16:02,115
2015-02-21 16:02,116
2015-02-21 16:02,116
2015-02-21 16:02,117
2015-02-21 16:02,118
2015-02-21 16:02,118
2015-02-21 16:02,116
2015-02-21 16:02,115
2015-02-21 16:02,115
2015-02-21 16:02,113
2015-02-21 16:02,110
2015-02-21 16:02,109
2015-02-21 16:02,109
2015-02-21 16:02,107
2015-02-21 16:02,107
2015-02-21 16:02,107
2015-02-21 16:02,107
2015-02-21 16:02,107
2015-02-21 16:02,107
2015-02-21 16:02,107
2015-02-21 16:02,107
2015-02-21 16:02,116
2015-02-21 16:02,121
2015-02-21 16:02,126
2015-02-21 16:02,130
2015-02-21 16:02,133
2015-02-21 16:02,135
2015-02-21 16:02,138
2015-02-21 16:02,139
2015-02-21 16:02,140
2015-02-21 16:02,141
2015-02-21 16:02,142
2015-02-21 16:02,142
2015-02-21 16:02,143
2015-02-21 16:02,143
2015-02-21 16:02,143
2015-02-21 16:02,144
2015-02-21 16:02,144
2015-02-21 16:02,145
2015-02-21 16:02,146
2015-02-21 16:02,146
2015-02-21 16:02,147
2015-02-21 16:02,147
2015-02-21 16:02,148
2015-02-21 16:02,148
2015-02-21 16:02,149
2015-02-21 16:02,150
2015-02-21 16:02,150
2015-02-21 16:02,151
2015-02-21 16:02,151
2015-02-21 16:02,151
2015-02-21 16:02,152
2015-02-21 16:02,152
2015-02-21 16:02,153
2015-02-21 16:02,153
2015-02-21 16:03,153
2015-02-21 16:03,154
2015-02-21 16:03,154
2015-02-21 16:03,155
2015-02-21 16:03,155
2015-02-21 16:03,155
2015-02-21 16:03,156
2015-02-21 16:03,155
2015-02-21 16:03,156
2015-02-21 16:03,156
2015-02-21 16:03,157
2015-02-21 16:03,157
2015-02-21 16:03,157
2015-02-21 16:03,158
2015-02-21 16:03,158
2015-02-21 16:03,158
2015-02-21 16:03,159
2015-02-21 16:03,159
2015-02-21 16:03,159
2015-02-21 16:03,159
2015-02-21 16:03,160
2015-02-21 16:03,160
2015-02-21 16:03,160
2015-02-21 16:03,161
2015-02-21 16:03,161
2015-02-21 16:03,161
2015-02-21 16:03,161
2015-02-21 16:03,161
2015-02-21 16:03,161
2015-02-21 16:03,161
2015-02-21 16:03,162
2015-02-21 16:03,162
2015-02-21 16:03,162
2015-02-21 16:03,162
2015-02-21 16:03,162
2015-02-21 16:03,162
2015-02-21 16:03,162
2015-02-21 16:03,161
2015-02-21 16:03,162
2015-02-21 16:03,161
2015-02-21 16:03,162
2015-02-21 16:03,161
2015-02-21 16:03,161
2015-02-21 16:03,162
2015-02-21 16:03,161
2015-02-21 16:03,161
2015-02-21 16:03,162
2015-02-21 16:03,162
2015-02-21 16:03,162
2015-02-21 16:03,162
2015-02-21 16:03,162
2015-02-21 16:03,163
2015-02-21 16:03,163
2015-02-21 16:03,163
2015-02-21 16:03,163
2015-02-21 16:03,162
2015-02-21 16:03,163
2015-02-21 16:03,162
2015-02-21 16:03,162
2015-02-21 16:03,162
2015-02-21 16:04,162
2015-02-21 16:04,162
2015-02-21 16:04,162
2015-02-21 16:04,162
2015-02-21 16:04,162
2015-02-21 16:04,162
2015-02-21 16:04,162
2015-02-21 16:04,162
2015-02-21 16:04,162
2015-02-21 16:04,163
2015-02-21 16:04,163
2015-02-21 16:04,163
2015-02-21 16:04,163
2015-02-21 16:04,163
2015-02-21 16:04,164
2015-02-21 16:04,164
2015-02-21 16:04,164
2015-02-21 16:04,164
2015-02-21 16:04,164
2015-02-21 16:04,165
2015-02-21 16:04,165
2015-02-21 16:04,165
2015-02-21 16:04,164
2015-02-21 16:04,165
2015-02-21 16:04,165
2015-02-21 16:04,165
2015-02-21 16:04,165
2015-02-21 16:04,165
2015-02-21 16:04,166
2015-02-21 16:04,165
2015-02-21 16:04,165
2015-02-21 16:04,166
2015-02-21 16:04,165
2015-02-21 16:04,166
2015-02-21 16:04,165
2015-02-21 16:04,165
2015-02-21 16:04,165
2015-02-21 16:04,165
2015-02-21 16:04,165
2015-02-21 16:04,166
2015-02-21 16:04,166
2015-02-21 16:04,166
2015-02-21 16:04,166
2015-02-21 16:04,166
2015-02-21 16:04,166
2015-02-21 16:04,166
2015-02-21 16:04,167
2015-02-21 16:04,166
2015-02-21 16:04,166
2015-02-21 16:04,166
2015-02-21 16:04,166
2015-02-21 16:04,166
2015-02-21 16:04,166
2015-02-21 16:04,166
2015-02-21 16:04,167
2015-02-21 16:04,166
2015-02-21 16:04,167
2015-02-21 16:04,167
2015-02-21 16:04,167
2015-02-21 16:04,167
2015-02-21 16:05,167
2015-02-21 16:05,167
2015-02-21 16:05,167
2015-02-21 16:05,167
2015-02-21 16:05,167
2015-02-21 16:05,167
2015-02-21 16:05,168
2015-02-21 16:05,167
2015-02-21 16:05,167
2015-02-21 16:05,167
2015-02-21 16:05,167
2015-02-21 16:05,167
2015-02-21 16:05,167
2015-02-21 16:05,167
2015-02-21 16:05,168
2015-02-21 16:05,167
2015-02-21 16:05,167
2015-02-21 16:05,167
2015-02-21 16:05,167
2015-02-21 16:05,168
2015-02-21 16:05,167
2015-02-21 16:05,168
2015-02-21 16:05,167
2015-02-21 16:05,168
2015-02-21 16:05,168
2015-02-21 16:05,167
2015-02-21 16:05,168
2015-02-21 16:05,168
2015-02-21 16:05,168
2015-02-21 16:05,168
2015-02-21 16:05,168
2015-02-21 16:05,168
2015-02-21 16:05,168
2015-02-21 16:05,167
2015-02-21 16:05,168
2015-02-21 16:05,167
2015-02-21 16:05,168
2015-02-21 16:05,167
2015-02-21 16:05,167
2015-02-21 16:05,168
2015-02-21 16:05,167
2015-02-21 16:05,167
2015-02-21 16:05,167
2015-02-21 16:05,166
2015-02-21 16:05,167
2015-02-21 16:05,167
2015-02-21 16:05,166
2015-02-21 16:05,167
2015-02-21 16:05,166
2015-02-21 16:05,166
2015-02-21 16:05,167
2015-02-21 16:05,167
2015-02-21 16:05,167
2015-02-21 16:05,167
2015-02-21 16:05,168
2015-02-21 16:05,168
2015-02-21 16:05,168
2015-02-21 16:05,169
2015-02-21 16:05,169
2015-02-21 16:05,169
2015-02-21 16:06,169
2015-02-21 16:06,169
2015-02-21 16:06,169
2015-02-21 16:06,169
2015-02-21 16:06,169
2015-02-21 16:06,169
2015-02-21 16:06,169
2015-02-21 16:06,170
2015-02-21 16:06,170
2015-02-21 16:06,170
2015-02-21 16:06,170
2015-02-21 16:06,170
2015-02-21 16:06,171
2015-02-21 16:06,171
2015-02-21 16:06,171
2015-02-21 16:06,171
2015-02-21 16:06,171
2015-02-21 16:06,172
2015-02-21 16:06,171
2015-02-21 16:06,172
2015-02-21 16:06,172
2015-02-21 16:06,171
2015-02-21 16:06,172
2015-02-21 16:06,171
2015-02-21 16:06,171
2015-02-21 16:06,171
2015-02-21 16:06,171
2015-02-21 16:06,171
2015-02-21 16:06,171
2015-02-21 16:06,171
2015-02-21 16:06,171
2015-02-21 16:06,170
2015-02-21 16:06,171
2015-02-21 16:06,170
2015-02-21 16:06,170
2015-02-21 16:06,171
2015-02-21 16:06,170
2015-02-21 16:06,170
2015-02-21 16:06,170
2015-02-21 16:06,170
2015-02-21 16:06,170
2015-02-21 16:06,170
2015-02-21 16:06,170
2015-02-21 16:06,170
2015-02-21 16:06,170
2015-02-21 16:06,171
